UniProtKB	F5H0P6	TPCN2		GO:0072345	GO_REF:0000019|Ensembl:ENSMUSP00000061308	IEA	Ensembl:ENSMUSP00000061308	F	Uncharacterized protein	F5H0P6_HUMAN|IPI01018729|TPCN2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q8NHX9	TPCN2		GO:0072345	PMID:19387438	IDA		F	Two pore calcium channel protein 2	IPI00169371|Q9NT82|TPC2|TPC2_HUMAN|TPCN2	protein	taxon:9606	20110616	UniProtKB
UniProtKB	Q8NHX9	TPCN2		GO:0072345	PMID:19620632	IDA		F	Two pore calcium channel protein 2	IPI00169371|Q9NT82|TPC2|TPC2_HUMAN|TPCN2	protein	taxon:9606	20110616	UniProtKB
UniProtKB	Q9ULQ1	TPCN1		GO:0072345	PMID:19620632	IDA		F	Two pore calcium channel protein 1	A7E258|IPI00164366|IPI00385917|IPI00795880|KIAA1169|Q86XS9|Q8NC20|TPC1|TPC1_HUMAN|TPCN1	protein	taxon:9606	20110616	UniProtKB
UniProtKB	O43315	AQP9		GO:0005345	PMID:9733774	IDA		F	Aquaporin-9	AQP9|AQP9_HUMAN|IPI00011954|Q9NP32|SSC1	protein	taxon:9606	20041203	UniProtKB
UniProtKB	P14672	SLC2A4		GO:0055056	GO_REF:0000019|Ensembl:ENSRNOP00000023256	IEA	Ensembl:ENSRNOP00000023256	F	Solute carrier family 2, facilitated glucose transporter member 4	GLUT4|GTR4_HUMAN|IPI00027281|Q14CX2|SLC2A4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P11166	SLC2A1		GO:0055056	GO_REF:0000019|Ensembl:ENSMUSP00000030398	IEA	Ensembl:ENSMUSP00000030398	F	Solute carrier family 2, facilitated glucose transporter member 1	A8K9S6|B2R620|D3DPX0|GLUT1|GTR1_HUMAN|IPI00220194|O75535|Q147X2|SLC2A1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	C9J0E8	SLC2A2		GO:0055056	GO_REF:0000019|Ensembl:ENSMUSP00000029240	IEA	Ensembl:ENSMUSP00000029240	F	Uncharacterized protein	C9J0E8_HUMAN|IPI00744509|SLC2A2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P11168	SLC2A2		GO:0055056	GO_REF:0000019|Ensembl:ENSMUSP00000029240	IEA	Ensembl:ENSMUSP00000029240	F	Solute carrier family 2, facilitated glucose transporter member 2	A8K481|B2R936|GLUT2|GTR2_HUMAN|IPI00003905|Q9UCW9|SLC2A2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P02649	APOE		GO:0005319	PMID:17305370	IDA		F	Apolipoprotein E	APOE|APOE_HUMAN|B2RC15|C0JYY5|IPI00021842|Q9P2S4	protein	taxon:9606	20090512	BHF-UCL
UniProtKB	P02647	APOA1		GO:0005319	GO_REF:0000019|Ensembl:ENSMUSP00000034588	IEA	Ensembl:ENSMUSP00000034588	F	Apolipoprotein A-I	A8K866|APOA1|APOA1_HUMAN|IPI00021841|Q6LDN9|Q6Q785|Q9UCS8|Q9UCT8	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P04114	APOB		GO:0005319	GO_REF:0000002|InterPro:IPR001747	IEA	InterPro:IPR001747	F	Apolipoprotein B-100	APOB|APOB_HUMAN|IPI00022229|O00502|P78479|P78480|P78481|Q13779|Q13785|Q13786|Q13787|Q13788|Q4ZG63|Q53QC8|Q7Z600|Q9UMN0	protein	taxon:9606	20120107	InterPro
UniProtKB	E7ERP7	APOE		GO:0005319	GO_REF:0000019|Ensembl:ENSRNOP00000050968	IEA	Ensembl:ENSRNOP00000050968	F	Uncharacterized protein	APOE|E7ERP7_HUMAN|IPI00879456	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	E9PEV4	APOE		GO:0005319	GO_REF:0000019|Ensembl:ENSRNOP00000050968	IEA	Ensembl:ENSRNOP00000050968	F	Uncharacterized protein	APOE|E9PEV4_HUMAN|IPI00879368	protein	taxon:9606	20120107	ENSEMBL
