UniProtKB	P16444	DPEP1		GO:0070573	PMID:12144777	IDA		F	Dipeptidase 1	D3DX80|DPEP1|DPEP1_HUMAN|IPI00059476|MDP|Q96AK2|RDP	protein	taxon:9606	20111224	UniProtKB
UniProtKB	P16444	DPEP1		GO:0070573	PMID:19879002	IDA		F	Dipeptidase 1	D3DX80|DPEP1|DPEP1_HUMAN|IPI00059476|MDP|Q96AK2|RDP	protein	taxon:9606	20111223	UniProtKB
UniProtKB	O75900	MMP23A		GO:0004222	PMID:9988691	IDA		F	Matrix metalloproteinase-23	A2AGN0|A2AGN1|IPI00012949|IPI00719650|IPI00783823|MMP21|MMP22|MMP23A|MMP23B|MMP23_HUMAN|O75894|O75895|Q5QPQ8|Q76P96|Q7LDM6|Q7LDM7|Q9UBR9|Q9UJK8	protein	taxon:9606	20061107	UniProtKB
UniProtKB	O75900	MMP23A		GO:0004222	PMID:9740677	NAS		F	Matrix metalloproteinase-23	A2AGN0|A2AGN1|IPI00012949|IPI00719650|IPI00783823|MMP21|MMP22|MMP23A|MMP23B|MMP23_HUMAN|O75894|O75895|Q5QPQ8|Q76P96|Q7LDM6|Q7LDM7|Q9UBR9|Q9UJK8	protein	taxon:9606	20010813	UniProtKB
UniProtKB	O43462	MBTPS2		GO:0004222	GO_REF:0000002|InterPro:IPR001193	IEA	InterPro:IPR001193	F	Membrane-bound transcription factor site-2 protease	IPI00328263|MBTP2_HUMAN|MBTPS2|Q9UM70|Q9UMD3|S2P	protein	taxon:9606	20120107	InterPro
UniProtKB	O60344	ECE2		GO:0004222	PMID:11718899	IDA		F	Endothelin-converting enzyme 2	A5PLK8|ECE2|ECE2_HUMAN|IPI00218597|IPI00219948|IPI00396198|IPI00413953|IPI00472106|KIAA0604|Q6NTG7|Q6UW36|Q8NFD7|Q96NX3|Q96NX4|Q9BRZ8|UNQ403/PRO740	protein	taxon:9606	20030818	UniProtKB
UniProtKB	O75844	ZMPSTE24		GO:0004222	GO_REF:0000019|Ensembl:ENSMUSP00000053900	IEA	Ensembl:ENSMUSP00000053900	F	CAAX prenyl protease 1 homolog	B3KQI7|D3DPU7|FACE1|FACE1_HUMAN|IPI00027180|Q8NDZ8|Q9UBQ2|STE24|ZMPSTE24	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4DNM1	YME1L1		GO:0004222	GO_REF:0000002|InterPro:IPR000642	IEA	InterPro:IPR000642	F	YME1-like 1 (S. cerevisiae), isoform CRA_c	B4DNM1_HUMAN|hCG_25240|IPI00513860|YME1L1	protein	taxon:9606	20120107	InterPro
UniProtKB	F5GYR4	YME1L1		GO:0004222	GO_REF:0000002|InterPro:IPR000642	IEA	InterPro:IPR000642	F	Uncharacterized protein	F5GYR4_HUMAN|IPI01014200|YME1L1	protein	taxon:9606	20120107	InterPro
UniProtKB	P14735	IDE		GO:0004222	PMID:17613531	IDA		F	Insulin-degrading enzyme	B2R721|D3DR35|IDE|IDE_HUMAN|IPI00220373|Q5T5N2	protein	taxon:9606	20090716	UniProtKB
UniProtKB	Q96I63	YME1L1		GO:0004222	GO_REF:0000002|InterPro:IPR000642	IEA	InterPro:IPR000642	F	YME1-like 1 (S. cerevisiae)	IPI01015575|Q96I63_HUMAN|YME1L1	protein	taxon:9606	20120107	InterPro
UniProtKB	Q96TA2	YME1L1		GO:0004222	GO_REF:0000002|InterPro:IPR000642	IEA	InterPro:IPR000642	F	ATP-dependent zinc metalloprotease YME1L1	D3DRV8|D3DRV9|FTSH1|IPI00045946|IPI00099529|Q5T8D9|Q9H1Q0|Q9UMR9|UNQ1868/PRO4304|YME1L|YME1L1|YMEL1_HUMAN	protein	taxon:9606	20120107	InterPro
UniProtKB	Q9UQ90	SPG7		GO:0004222	PMID:11549317	IDA		F	Paraplegin	CAR|CMAR|IPI00299010|IPI00398508|O75756|PGN|Q2TB70|Q58F00|Q96IB0|SPG7|SPG7_HUMAN	protein	taxon:9606	20040709	MGI
UniProtKB	Q9Y4W6	AFG3L2		GO:0004222	GO_REF:0000002|InterPro:IPR000642	IEA	InterPro:IPR000642	F	AFG3-like protein 2	AFG32_HUMAN|AFG3L2|IPI00001091|Q6P1L0	protein	taxon:9606	20120107	InterPro
UniProtKB	Q13443	ADAM9		GO:0004222	PMID:9920899	IDA		F	Disintegrin and metalloproteinase domain-containing protein 9	ADAM9|ADAM9_HUMAN|B7ZLN7|IPI00440932|IPI00440933|KIAA0021|MCMP|MDC9|MLTNG|Q10718|Q8NFM6	protein	taxon:9606	20081114	BHF-UCL
UniProtKB	P78325	ADAM8		GO:0004222	GO_REF:0000002|InterPro:IPR001590	IEA	InterPro:IPR001590	F	Disintegrin and metalloproteinase domain-containing protein 8	ADAM8|ADAM8_HUMAN|IPI00019158|MS2	protein	taxon:9606	20120107	InterPro
UniProtKB	O43897	TLL1		GO:0004222	GO_REF:0000002|InterPro:IPR001506	IEA	InterPro:IPR001506	F	Tolloid-like protein 1	B2RMU2|IPI00018381|IPI00718863|Q96AN3|Q9NQS4|TLL|TLL1|TLL1_HUMAN	protein	taxon:9606	20120107	InterPro
UniProtKB	O75173	ADAMTS4		GO:0004222	GO_REF:0000002|InterPro:IPR001590	IEA	InterPro:IPR001590	F	A disintegrin and metalloproteinase with thrombospondin motifs 4	ADAMTS4|ATS4_HUMAN|IPI00307276|KIAA0688|Q5VTW2|Q6P4Q8|Q6UWA8|Q9UN83|UNQ769/PRO1563	protein	taxon:9606	20120107	InterPro
