UniProtKB	P19971	TYMP		GO:0008083	GO_REF:0000004|SP_KW:KW-0339	IEA	SP_KW:KW-0339	F	Thymidine phosphorylase	A8MW15|ECGF1|IPI00292858|Q13390|Q8WVB7|TYMP|TYPH_HUMAN	protein	taxon:9606	20120109	UniProtKB
UniProtKB	P01137	TGFB1		GO:0008083	GO_REF:0000004|SP_KW:KW-0339	IEA	SP_KW:KW-0339	F	Transforming growth factor beta-1	A8K792|IPI00000075|Q9UCG4|TGFB|TGFB1|TGFB1_HUMAN	protein	taxon:9606	20120109	UniProtKB
UniProtKB	P08476	INHBA		GO:0008083	PMID:12324653	TAS		F	Inhibin beta A chain	INHBA|INHBA_HUMAN|IPI00028670|Q14599	protein	taxon:9606	20030702	UniProtKB
UniProtKB	O75610	LEFTY1		GO:0008083	GO_REF:0000004|SP_KW:KW-0339	IEA	SP_KW:KW-0339	F	Left-right determination factor 1	IPI00604473|LEFTB|LEFTY1|LEFTYB|LFTY1_HUMAN|Q53H67|Q5TE94|UNQ278/PRO317	protein	taxon:9606	20120109	UniProtKB
UniProtKB	O94907	DKK1		GO:0008083	PMID:10383463	TAS		F	Dickkopf-related protein 1	B2RC19|DKK1|DKK1_HUMAN|IPI00016353|UNQ492/PRO1008	protein	taxon:9606	20030904	PINC
UniProtKB	P12643	BMP2		GO:0008083	GO_REF:0000019|Ensembl:ENSRNOP00000028904	IEA	Ensembl:ENSRNOP00000028904	F	Bone morphogenetic protein 2	BMP2|BMP2A|BMP2_HUMAN|IPI00025069	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P12644	BMP4		GO:0008083	GO_REF:0000004|SP_KW:KW-0339	IEA	SP_KW:KW-0339	F	Bone morphogenetic protein 4	BMP2B|BMP4|BMP4_HUMAN|DVR4|IPI00292640|Q9UM80	protein	taxon:9606	20120109	UniProtKB
UniProtKB	P41159	LEP		GO:0008083	GO_REF:0000019|Ensembl:ENSMUSP00000067046	IEA	Ensembl:ENSMUSP00000067046	F	Leptin	IPI00012760|LEP|LEP_HUMAN|O15158|OB|OBS|Q56A88	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q96S42	NODAL		GO:0008083	GO_REF:0000004|SP_KW:KW-0339	IEA	SP_KW:KW-0339	F	Nodal homolog	IPI00045497|NODAL|NODAL_HUMAN|Q2M3A5|Q8N4V3	protein	taxon:9606	20120109	UniProtKB
UniProtKB	P01127	PDGFB		GO:0008083	GO_REF:0000004|SP_KW:KW-0339	IEA	SP_KW:KW-0339	F	Platelet-derived growth factor subunit B	IPI00000044|P78431|PDGF2|PDGFB|PDGFB_HUMAN|Q6FHE7|Q9UF23|SIS	protein	taxon:9606	20120109	UniProtKB
UniProtKB	P04085	PDGFA		GO:0008083	GO_REF:0000004|SP_KW:KW-0339	IEA	SP_KW:KW-0339	F	Platelet-derived growth factor subunit A	B5BU73|IPI00021833|IPI00220454|PDGF1|PDGFA|PDGFA_HUMAN	protein	taxon:9606	20120109	UniProtKB
