UniProtKB	O75593	FOXH1		GO:0032444	PMID:9389648	IDA		C	Forkhead box protein H1	D3DWM4|FAST1|FAST2|FOXH1|FOXH1_HUMAN|IPI00026214	protein	taxon:9606	20090121	BHF-UCL
UniProtKB	Q13485	SMAD4		GO:0032444	PMID:9389648	IDA		C	Mothers against decapentaplegic homolog 4	A8K405|DPC4|IPI00013404|MADH4|SMAD4|SMAD4_HUMAN	protein	taxon:9606	20090121	BHF-UCL
UniProtKB	Q15796	SMAD2		GO:0032444	PMID:9389648	IDA		C	Mothers against decapentaplegic homolog 2	IPI00019548|IPI00220364|MADH2|MADR2|SMAD2|SMAD2_HUMAN	protein	taxon:9606	20090121	BHF-UCL
UniProtKB	E5RH41	GTF2E2		GO:0005673	GO_REF:0000002|InterPro:IPR003166	IEA	InterPro:IPR003166	C	Uncharacterized protein	E5RH41_HUMAN|GTF2E2|IPI01016053	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RIW4	GTF2E2		GO:0005673	GO_REF:0000002|InterPro:IPR003166	IEA	InterPro:IPR003166	C	Uncharacterized protein	E5RIW4_HUMAN|GTF2E2|IPI00984666	protein	taxon:9606	20120107	InterPro
UniProtKB	P29084	GTF2E2		GO:0005673	GO_REF:0000002|InterPro:IPR003166	IEA	InterPro:IPR003166	C	Transcription initiation factor IIE subunit beta	D3DSV2|GTF2E2|IPI00019981|Q9H2B9|T2EB_HUMAN|TF2E2	protein	taxon:9606	20120107	InterPro
UniProtKB	P13984	GTF2F2		GO:0005674	GO_REF:0000002|InterPro:IPR003196	IEA	InterPro:IPR003196	C	General transcription factor IIF subunit 2	A6NNS5|GTF2F2|IPI00477686|Q5W0H3|RAP30|T2FB_HUMAN	protein	taxon:9606	20120107	InterPro
UniProtKB	P35269	GTF2F1		GO:0005674	PMID:1734283	TAS		C	General transcription factor IIF subunit 1	B2RCS0|GTF2F1|IPI00017450|Q9BWN0|RAP74|T2FA_HUMAN	protein	taxon:9606	20030904	PINC
UniProtKB	Q5SXM2	SNAPC4		GO:0019185	PMID:11056176	IDA		C	snRNA-activating protein complex subunit 4	IPI00158992|Q9Y6P7|SNAP190|SNAPC4|SNPC4_HUMAN	protein	taxon:9606	20060317	UniProtKB
UniProtKB	Q5SXM2	SNAPC4		GO:0019185	PMID:9418884	IDA		C	snRNA-activating protein complex subunit 4	IPI00158992|Q9Y6P7|SNAP190|SNAPC4|SNPC4_HUMAN	protein	taxon:9606	20060317	UniProtKB
UniProtKB	Q12789	GTF3C1		GO:0000127	PMID:17409385	IDA		C	General transcription factor 3C polypeptide 1	B2RP21|GTF3C1|IPI00414482|IPI00807491|Q12838|Q6DKN9|Q9Y4W9|TF3C1_HUMAN	protein	taxon:9606	20070730	HGNC
UniProtKB	Q8WUA4	GTF3C2		GO:0000127	PMID:17409385	IDA		C	General transcription factor 3C polypeptide 2	D6W557|GTF3C2|IPI00412837|IPI00878252|KIAA0011|Q16632|Q9BWI7|TF3C2_HUMAN	protein	taxon:9606	20070730	HGNC
UniProtKB	Q969F1	GTF3C6		GO:0000127	PMID:17409385	IDA		C	General transcription factor 3C polypeptide 6	C6orf51|CDA020|GTF3C6|IPI00056318|NPD020|Q5VXN2|TF3C6_HUMAN	protein	taxon:9606	20070730	HGNC
UniProtKB	Q9UKN8	GTF3C4		GO:0000127	PMID:17409385	IDA		C	General transcription factor 3C polypeptide 4	GTF3C4|IPI00016725|Q5VZJ7|TF3C4_HUMAN	protein	taxon:9606	20070730	HGNC
UniProtKB	Q9Y5Q8	GTF3C5		GO:0000127	PMID:17409385	IDA		C	General transcription factor 3C polypeptide 5	A6NI44|A6NJB9|CDABP0017|GTF3C5|IPI00411531|IPI00844182|IPI00879210|Q5T7U2|Q5T7U3|Q8N2U7|Q8N857|Q96GD9|Q9H4P2|TF3C5_HUMAN	protein	taxon:9606	20070730	HGNC
UniProtKB	Q9Y5Q9	GTF3C3		GO:0000127	PMID:17409385	IDA		C	General transcription factor 3C polypeptide 3	GTF3C3|IPI00015806|IPI00411594|Q4ZG48|Q86XJ8|Q8WX84|Q96B44|Q9H5I8|Q9NT97|TF3C3_HUMAN	protein	taxon:9606	20070730	HGNC
UniProtKB	B1Q2X3	N-TAF1		GO:0005669	GO_REF:0000002|InterPro:IPR011177	IEA	InterPro:IPR011177	C	Uncharacterized protein	B1Q2X3_HUMAN|IPI00149098|N-TAF1|TAF1	protein	taxon:9606	20120107	InterPro
