UniProtKB	O75582	RPS6KA5		GO:0033129	PMID:20018936	IMP		P	Ribosomal protein S6 kinase alpha-5	IPI00335101|KS6A5_HUMAN|MSK1|O95316|Q96AF7|RPS6KA5	protein	taxon:9606	20110427	BHF-UCL
UniProtKB	O75676	RPS6KA4		GO:0033129	PMID:20018936	IMP		P	Ribosomal protein S6 kinase alpha-4	A8K7Z8|IPI00022536|IPI00479926|KS6A4_HUMAN|MSK2|O75585|Q53ES8|RPS6KA4	protein	taxon:9606	20110427	BHF-UCL
UniProtKB	P01584	IL1B		GO:0033129	PMID:20018936	NAS		P	Interleukin-1 beta	IL1B|IL1B_HUMAN|IL1F2|IPI00307223|Q53X59|Q53XX2|Q7M4S7|Q7RU01|Q96HE5|Q9UCT6	protein	taxon:9606	20110427	BHF-UCL
UniProtKB	P14635	CCNB1		GO:0033129	GO_REF:0000019|Ensembl:ENSRNOP00000025297	IEA	Ensembl:ENSRNOP00000025297	P	G2/mitotic-specific cyclin-B1	CCNB|CCNB1|CCNB1_HUMAN|IPI00745793	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	P27361	MAPK3		GO:0033129	PMID:20018936	IMP		P	Mitogen-activated protein kinase 3	A8CZ58|B0LPG3|ERK1|IPI00018195|MAPK3|MK03_HUMAN|PRKM3|Q8NHX1	protein	taxon:9606	20110427	BHF-UCL
UniProtKB	O60341	KDM1A		GO:0034720	PMID:15620353	IDA		P	Lysine-specific histone demethylase 1A	A8MWP9|AOF2|IPI00217540|IPI00456631|KDM1|KDM1A|KDM1A_HUMAN|KIAA0601|LSD1|Q5TH94|Q5TH95|Q86VT7|Q8IXK4|Q8NDP6|Q8TAZ3|Q96AW4	protein	taxon:9606	20100413	UniProtKB
UniProtKB	O60341	KDM1A		GO:0034720	PMID:20228790	IDA		P	Lysine-specific histone demethylase 1A	A8MWP9|AOF2|IPI00217540|IPI00456631|KDM1|KDM1A|KDM1A_HUMAN|KIAA0601|LSD1|Q5TH94|Q5TH95|Q86VT7|Q8IXK4|Q8NDP6|Q8TAZ3|Q96AW4	protein	taxon:9606	20100413	UniProtKB
UniProtKB	Q08EI0	AOF1		GO:0034720	GO_REF:0000019|Ensembl:ENSMUSP00000038373	IEA	Ensembl:ENSMUSP00000038373	P	Uncharacterized protein	AOF1|IPI00783535|KDM1B|Q08EI0_HUMAN	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	Q8NB78	KDM1B		GO:0034720	PMID:19727073|UniProtKB:Q8CIG3	ISS	UniProtKB:Q8CIG3	P	Lysine-specific histone demethylase 1B	A2A2C5|AOF1|C6orf193|IPI00646410|IPI00783535|IPI00784464|KDM1B|KDM1B_HUMAN|LSD2|Q5TGV3|Q6AI15|Q6ZUU4|Q8N258|Q96EL7	protein	taxon:9606	20091210	UniProtKB
UniProtKB	Q9H6W3	NO66		GO:0034720	GO_REF:0000024|UniProtKB:Q9JJF3	ISS	UniProtKB:Q9JJF3	P	Lysine-specific demethylase NO66	B4DT02|C14orf169|IPI00002879|IPI00954824|NO66|NO66_HUMAN	protein	taxon:9606	20091129	UniProtKB
UniProtKB	Q9UGL1	KDM5B		GO:0034720	PMID:20228790	IDA		P	Lysine-specific demethylase 5B	IPI00847436|IPI00873956|JARID1B|KDM5B|KDM5B_HUMAN|O95811|PLU1|Q15752|Q9Y3Q5|RBBP2H1	protein	taxon:9606	20100413	UniProtKB
UniProtKB	F6S0T5	KDM1A		GO:0016577	GO_REF:0000002|InterPro:IPR017366	IEA	InterPro:IPR017366	P	Uncharacterized protein	F6S0T5_HUMAN|KDM1A	protein	taxon:9606	20120107	InterPro
UniProtKB	O15054	KDM6B		GO:0016577	GO_REF:0000019|Ensembl:ENSMUSP00000091620	IEA	Ensembl:ENSMUSP00000091620	P	Lysine-specific demethylase 6B	C9IZ40|IPI00550090|IPI00848052|JMJD3|KDM6B|KDM6B_HUMAN|KIAA0346|Q96G33	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	O75164	KDM4A		GO:0016577	PMID:16024779	IDA		P	Lysine-specific demethylase 4A	IPI00005666|JHDM3A|JMJD2|JMJD2A|KDM4A|KDM4A_HUMAN|KIAA0677|Q5VVB1	protein	taxon:9606	20060508	UniProtKB
UniProtKB	Q8NHM5	KDM2B		GO:0016577	PMID:21220025	TAS		P	Lysine-specific demethylase 2B	CXXC2|FBL10|FBXL10|IPI00185326|IPI00737594|IPI00747262|JHDM1B|KDM2B|KDM2B_HUMAN|PCCX2|Q8NCI2|Q96HC7|Q96SL0|Q96T03|Q9NS96|Q9UF75	protein	taxon:9606	20120107	GOC
UniProtKB	P12755	SKI		GO:0031064	GO_REF:0000024|UniProtKB:Q60698	ISS	UniProtKB:Q60698	P	Ski oncogene	IPI00220921|Q5SYT7|SKI|SKI_HUMAN	protein	taxon:9606	20120107	GOC
UniProtKB	Q9BZS1	FOXP3		GO:0031064	PMID:19276356|UniProtKB:P56524	IGI	UniProtKB:P56524	P	Forkhead box protein P3	A5HJT1|B7ZLG0|FOXP3|FOXP3_HUMAN|IPEX|IPI00328094|IPI00604500|IPI00644203|JM2|O60827|Q14DD8|Q4ZH51	protein	taxon:9606	20090803	BHF-UCL
UniProtKB	O75582	RPS6KA5		GO:0043988	PMID:12773393	IMP		P	Ribosomal protein S6 kinase alpha-5	IPI00335101|KS6A5_HUMAN|MSK1|O95316|Q96AF7|RPS6KA5	protein	taxon:9606	20110915	UniProtKB
UniProtKB	O75676	RPS6KA4		GO:0043988	PMID:12773393	IMP		P	Ribosomal protein S6 kinase alpha-4	A8K7Z8|IPI00022536|IPI00479926|KS6A4_HUMAN|MSK2|O75585|Q53ES8|RPS6KA4	protein	taxon:9606	20110915	UniProtKB
UniProtKB	O75582	RPS6KA5		GO:0016572	PMID:9873047	IDA		P	Ribosomal protein S6 kinase alpha-5	IPI00335101|KS6A5_HUMAN|MSK1|O95316|Q96AF7|RPS6KA5	protein	taxon:9606	20031216	UniProtKB
UniProtKB	O75582	RPS6KA5		GO:0016572	PMID:20018936	TAS		P	Ribosomal protein S6 kinase alpha-5	IPI00335101|KS6A5_HUMAN|MSK1|O95316|Q96AF7|RPS6KA5	protein	taxon:9606	20110427	BHF-UCL
