UniProtKB	A2A2N0	CST8		GO:0009986	GO_REF:0000019|Ensembl:ENSMUSP00000028931	IEA	Ensembl:ENSMUSP00000028931	C	Uncharacterized protein	A2A2N0_HUMAN|CST8|IPI00795502|RP3-333B15.3-002	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	A6NDV4	TMEM8B		GO:0009986	PMID:15498789	IDA		C	Transmembrane protein 8B	B3KQF3|C9orf127|IPI00415061|IPI00513780|IPI00894263|NGX6|O75539|Q49AB1|Q4KMX5|Q5TCW5|Q9HBY2|Q9P0U7|TMEM8B|TMM8B_HUMAN	protein	taxon:9606	20050914	HGNC
UniProtKB	A6NLG9	BGN		GO:0009986	GO_REF:0000019|Ensembl:ENSMUSP00000033741	IEA	Ensembl:ENSMUSP00000033741	C	Uncharacterized protein	A6NLG9_HUMAN|BGN|E7ES03|IPI00643384	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	A6NNI4	CD9		GO:0009986	GO_REF:0000019|Ensembl:ENSRNOP00000026633	IEA	Ensembl:ENSRNOP00000026633	C	Uncharacterized protein	A6NNI4_HUMAN|CD9|IPI00657796	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	A8MQ00	ADAMTS7		GO:0009986	GO_REF:0000019|Ensembl:ENSMUSP00000108682	IEA	Ensembl:ENSMUSP00000108682	C	Uncharacterized protein	A8MQ00_HUMAN|ADAMTS7|IPI00395970	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B1AVQ5	MUC1		GO:0009986	GO_REF:0000019|Ensembl:ENSMUSP00000041963	IEA	Ensembl:ENSMUSP00000041963	C	Mucin 1, cell surface associated	B1AVQ5_HUMAN|IPI00889553|MUC1|RP11-263K19.2-001	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4DFW2	TIMP2		GO:0009986	GO_REF:0000019|Ensembl:ENSMUSP00000017610	IEA	Ensembl:ENSMUSP00000017610	C	TIMP metallopeptidase inhibitor 2, isoform CRA_c	B4DFW2_HUMAN|hCG_95573|IPI00917285|TIMP2	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4DJF9	WNT4		GO:0009986	GO_REF:0000019|Ensembl:ENSMUSP00000036580	IEA	Ensembl:ENSMUSP00000036580	C	Protein Wnt	B4DJF9_HUMAN|IPI01014462|WNT4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4DL57	TMPRSS11D		GO:0009986	GO_REF:0000019|Ensembl:ENSRNOP00000056839	IEA	Ensembl:ENSRNOP00000056839	C	Uncharacterized protein	B4DL57_HUMAN|IPI01012651|TMPRSS11D	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4DLT4	RPS6KB1		GO:0009986	GO_REF:0000019|Ensembl:ENSRNOP00000005226	IEA	Ensembl:ENSRNOP00000005226	C	Uncharacterized protein	B4DLT4_HUMAN|E7ESB8|IPI01015773|RPS6KB1	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4DMM8	B4GALT1		GO:0009986	GO_REF:0000019|Ensembl:ENSMUSP00000030121	IEA	Ensembl:ENSMUSP00000030121	C	cDNA FLJ57328, highly similar to Beta-1,4-galactosyltransferase 1 (EC 2.4.1.-)	B4DMM8_HUMAN|B4GALT1|IPI01014350	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4DPP0	CD9		GO:0009986	GO_REF:0000019|Ensembl:ENSRNOP00000026633	IEA	Ensembl:ENSRNOP00000026633	C	cDNA FLJ51032, highly similar to CD9 antigen	B4DPP0_HUMAN|CD9|IPI00657796	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4E1S6	SDC4		GO:0009986	GO_REF:0000019|Ensembl:ENSMUSP00000017153	IEA	Ensembl:ENSMUSP00000017153	C	Syndecan	B4E1S6_HUMAN|hCG_38363|IPI01012616|SDC4	protein	taxon:9606	20120107	ENSEMBL
UniProtKB	B4E2E4	SLAMF1		GO:0009986	GO_REF:0000002|InterPro:IPR010407	IEA	InterPro:IPR010407	C	cDNA FLJ57169, highly similar to Signaling lymphocytic activation molecule	B4E2E4_HUMAN|IPI01014155|SLAMF1	protein	taxon:9606	20120107	InterPro
